XNR_genes	GO_terms	SSHG_genes
XNR_5400	GO:0015210; GO:0016021	CWI85_18980 Salbus254_5669 SSHG_00554
XNR_0988	GO:0004497; GO:0005506; GO:0016705; GO:0020037	CWI85_35495 FRZ02_08460 Salbus254_1217 SSHG_04941
XNR_3917	GO:0016491	CWI85_09015 FRZ02_25635 Salbus254_4140 SSHG_02018
XNR_0818	GO:0004585; GO:0005737; GO:0016597	Salbus254_1047 SSHG_05107
XNR_1590	GO:0005886; GO:0016021	CWI85_15480 EQK42_25665 FE156_08510 FRZ02_11605 Salbus254_1854 SSHG_04333
XNR_5376	GO:0016021	Salbus254_5646 SSHG_00579
XNR_3699	GO:0004312; GO:0005835; GO:0006633; GO:0055114	CLM82_29600 CWI85_36525 EQK42_06620 FE156_18680 Salbus254_3903 SSHG_02232
XNR_3215	GO:0003700	FRZ02_01700 SSHG_02723
XNR_3083	GO:0008080	CWI85_29310 FRZ02_01065 SSHG_02861
XNR_1452	GO:0003857; GO:0006631; GO:0070403	CWI85_20290 FRZ02_10910 SSHG_04474
XNR_1723	GO:0003677	CWI85_02175 Salbus254_1987 SSHG_04204
XNR_0505	GO:0016787	CWI85_27100 FRZ02_06300 Salbus254_0774 SSHG_05419
XNR_2525	GO:0003824	Salbus254_2772 SSHG_03402
XNR_5853	GO:0008446; GO:0019673; GO:0070401	CLM82_29495 CWI85_03935 FRZ02_22300 Salbus254_6234 SSHG_00101
XNR_0218	GO:0003677; GO:0003700	CLM82_27390 CWI85_18890 FRZ02_04765 Salbus254_0480 SSHG_05700
XNR_1587	GO:0016021	CWI85_36965 FRZ02_11590 Salbus254_1851 SSHG_04336
XNR_3421	GO:0003955; GO:0010181	CWI85_18925 FRZ02_16340 SSHG_02517
XNR_5477	GO:0016021	CWI85_09110 FRZ02_20425 Salbus254_5749 SSHG_00470
XNR_3687	GO:0004222; GO:0005886; GO:0008270; GO:0016021	CWI85_32810 FRZ02_24310 FRZ02_31335 Salbus254_3874 SSHG_02242
XNR_4782	GO:0016021	CWI85_10440 Salbus254_5046 SSHG_01155
XNR_1486	GO:0016620	CWI85_03025 SSHG_04437
XNR_4047	GO:0016021	Salbus254_4267 SSHG_01886
XNR_3242	GO:0003677; GO:0006355; GO:0046872	CWI85_29220 FRZ02_01840 SSHG_02695
XNR_2886	GO:0003677; GO:0003700; GO:0006352; GO:0016987	CWI85_37460 FRZ02_00090 Salbus254_3101 SSHG_03061
XNR_3195	GO:0004332; GO:0006096; GO:0008270	CLM82_10550 CWI85_18800 EQK42_16105 FRZ02_01595 Salbus254_3396 SSHG_02742
XNR_3336	GO:0046907	CWI85_05130 FRZ02_17545 Salbus254_3541 SSHG_02601
XNR_5909	GO:0016301	FRZ02_22580 Salbus254_6308 SSHG_00034
XNR_1692	GO:0005524; GO:0015833; GO:0016887	CLM82_19260 CWI85_22320 FRZ02_12125 Salbus254_1957 SSHG_04233
XNR_4027	GO:0003824	Salbus254_4247 SSHG_01908
XNR_1880	GO:0016787	FRZ02_13025 Salbus254_2142 SSHG_04048
XNR_1468	GO:0016021	CLM82_28165 CWI85_30865 EQK42_04040 FRZ02_10990 Salbus254_1730 SSHG_04457
XNR_1043	GO:0001123; GO:0003677; GO:0003700; GO:0005737; GO:0016987	CLM82_10280 CWI85_32800 EQK42_04765 FRZ02_08860 Salbus254_1292 SSHG_04884
XNR_1174	GO:0005886; GO:0016021; GO:0055085	CWI85_31585 EQK42_19800 FE156_06375 FRZ02_09520 Salbus254_1424 SSHG_04744
XNR_3688	GO:0016021	CWI85_32815 FRZ02_24315 FRZ02_31330 Salbus254_3875 SSHG_02241
XNR_1592	GO:0004401; GO:0046854	CWI85_19285 EQK42_28625 FE156_08520 FRZ02_11615 Salbus254_1856 SSHG_04331
XNR_3034	GO:0006541; GO:0046820	CWI85_01605 FRZ02_00810 Salbus254_3235 SSHG_02910
XNR_1169	GO:0003867; GO:0009448; GO:0030170	CWI85_05165 FRZ02_09495 SSHG_04749
XNR_2407	GO:0005975; GO:0006044; GO:0008448; GO:0046872	CWI85_24450 FRZ02_32065 Salbus254_2659 SSHG_03516
XNR_4806	GO:0001522; GO:0003723; GO:0009982	CWI85_09250 FRZ02_30055 Salbus254_5070 SSHG_01131
XNR_2611	GO:0005524; GO:0016887	FRZ02_23855 SSHG_03324
XNR_4807	GO:0004343; GO:0006048	FRZ02_30050 Salbus254_5071 SSHG_01130
XNR_3210	GO:0000287; GO:0004019; GO:0005525; GO:0005737; GO:0044208	CWI85_24720 FRZ02_01675 SSHG_02727
XNR_4841	GO:0004834	CLM82_02425 CWI85_04740 FE156_24340 FRZ02_17335 SSHG_01098
XNR_5910	GO:0016021	FRZ02_22585 SSHG_00033
XNR_0230	GO:0004553; GO:0005975	CLM82_28500 CWI85_23075 Salbus254_0492 SSHG_05686
XNR_1265	GO:0000049; GO:0004818; GO:0005524; GO:0005737; GO:0006424; GO:0008270	Salbus254_1526 SSHG_04661
XNR_1860	GO:0005524; GO:0005886; GO:0007049; GO:0016887; GO:0051301	CLM82_24850 CWI85_08485 EQK42_26145 FE156_09800 FRZ02_12925 Salbus254_2118 SSHG_04069
XNR_2637	GO:0004222; GO:0005576; GO:0008270	FRZ02_23720 SSHG_03298
XNR_5411	GO:0000105; GO:0000287; GO:0003879; GO:0005524; GO:0005737	CWI85_03445 EQK42_02590 Salbus254_5681 SSHG_00543
XNR_5492	GO:0016491	EQK42_23205 FE156_27750 FRZ02_20500 Salbus254_5764 SSHG_00455
XNR_5450	GO:0005737; GO:0008965; GO:0009401; GO:0016301; GO:0046872	CWI85_34425 SSHG_00500
XNR_1733	GO:0022857; GO:0043190; GO:0071705	CWI85_24335 FRZ02_12330 Salbus254_1997 SSHG_04194
XNR_1464	GO:0005886; GO:0015986; GO:0045261; GO:0046933	FRZ02_10970 Salbus254_1726 SSHG_04462
XNR_4795	GO:0005886; GO:0005975; GO:0007049; GO:0008360; GO:0009252; GO:0030259; GO:0050511; GO:0051301; GO:0051991; GO:0071555	CWI85_21200 FRZ02_30115 Salbus254_5058 SSHG_01143
XNR_0845	GO:0000160; GO:0003677; GO:0006355	FRZ02_07765 SSHG_05082
XNR_4811	GO:0003993; GO:0046872	FRZ02_30030 SSHG_01126
XNR_3517	GO:0016787	Salbus254_3711 SSHG_02413
XNR_2893	GO:0005887; GO:0022857	Salbus254_3108 SSHG_03053
XNR_2614	GO:0003677; GO:0006355	FRZ02_23840 SSHG_03321
XNR_3060	GO:0016491	CWI85_04900 FRZ02_00945 SSHG_02884
XNR_0523	GO:0016491	CWI85_27665 FRZ02_06390 SSHG_05401
XNR_4346	GO:0000287; GO:0003924; GO:0005525; GO:0005737; GO:0042254	CWI85_24050 FRZ02_27780 Salbus254_4581 SSHG_01589
XNR_5841	GO:0016021	CWI85_22475 FRZ02_22240 Salbus254_6222 SSHG_00114
XNR_1672	GO:0009016; GO:0009058; GO:0030170	Salbus254_1937 SSHG_04251
XNR_1200	GO:0003735; GO:0006412; GO:0015935	CLM82_24710 CWI85_36770 FE156_06505 FRZ02_09650 Salbus254_1451 SSHG_04719
XNR_2112	GO:0004518; GO:0006281	FRZ02_14260 Salbus254_2377 SSHG_03820
XNR_4728	GO:0000160	CWI85_17695 FRZ02_29790 SSHG_01211
XNR_2981	GO:0003824	CLM82_14105 CWI85_18170 FRZ02_00535 Salbus254_3183 SSHG_02963
XNR_1461	GO:0005524; GO:0005886; GO:0015986; GO:0016787; GO:0045261; GO:0046933	CLM82_28200 CWI85_30900 EQK42_04005 FRZ02_10955 Salbus254_1723 SSHG_04465
XNR_4046	GO:0008270; GO:0010126; GO:0010127; GO:0016787	CLM82_10030 Salbus254_4266 SSHG_01887
XNR_4786	GO:0004089; GO:0008270	CLM82_21655 CLM82_21710 CWI85_07930 FE156_24075 FRZ02_30160 Salbus254_5050 SSHG_01151
XNR_1697	GO:0005524; GO:0015833; GO:0016887	CWI85_22295 Salbus254_1962 SSHG_04228
XNR_4703	GO:0004177; GO:0005737; GO:0008235; GO:0030145	CWI85_10105 FRZ02_29665 SSHG_01235
XNR_1493	GO:0016874	FRZ02_11115 SSHG_04430
XNR_3948	GO:0005524; GO:0046872	FRZ02_25770 Salbus254_4169 SSHG_01986
XNR_2975	GO:0003735; GO:0005840; GO:0006412; GO:0019843	CLM82_14075 CWI85_34890 FRZ02_00505 Salbus254_3177 SSHG_02970
XNR_3458	GO:0016620	CWI85_02280 FRZ02_16035 Salbus254_3653 SSHG_02478
XNR_0086	GO:0009055; GO:0050660	CLM82_07670 CWI85_03500 SSHG_05832
XNR_3454	GO:0005524; GO:0016887	CWI85_02260 Salbus254_3649 SSHG_02482
XNR_3352	GO:0003677; GO:0045892	CWI85_29895 FRZ02_17465 Salbus254_3559 SSHG_02584
XNR_4854	GO:0004355; GO:0006537; GO:0051536	CLM82_06495 CWI85_18390 FRZ02_17270 Salbus254_5120 SSHG_01084
XNR_1959	GO:0006189; GO:0034023	Salbus254_2223 SSHG_03973
XNR_0488	GO:0006807; GO:0016746; GO:0016787	CWI85_21330 EQK42_12080 FRZ02_06215 Salbus254_0757 SSHG_05435
XNR_0353	GO:0051213; GO:0051537	CWI85_03215 SSHG_05568
XNR_4031	GO:0016740	CWI85_26205 FRZ02_26175 Salbus254_4251 SSHG_01903
XNR_3750	GO:0004017; GO:0005524; GO:0005737; GO:0044209	CLM82_14675 FRZ02_24735 Salbus254_3954 SSHG_02185
XNR_1586	GO:0008233	Salbus254_1850 SSHG_04337
XNR_1537	GO:0016491	CWI85_00255 FRZ02_11340 SSHG_04387
XNR_3264	GO:0016787	Salbus254_3465 SSHG_02673
XNR_2976	GO:0003735; GO:0005840; GO:0006412; GO:0019843	CLM82_14080 CWI85_34895 EQK42_00415 FE156_15260 FRZ02_00510 Salbus254_3178 SSHG_02969
XNR_4025	GO:0004077; GO:0006464	CWI85_27925 Salbus254_4245 SSHG_01910
XNR_5373	GO:0003677; GO:0003899; GO:0006351	CLM82_03560 CWI85_17095 FE156_27160 FRZ02_19885 Salbus254_5643 SSHG_00582
XNR_3249	GO:0016787	Salbus254_3450 SSHG_02688
XNR_2485	GO:0000160; GO:0003677; GO:0006355	CLM82_20190 CWI85_13320 FRZ02_32405 Salbus254_2734 SSHG_03440
XNR_5030	GO:0003677; GO:0003905; GO:0006284	FRZ02_18065 Salbus254_5295 SSHG_00916
XNR_3179	GO:0005524; GO:0005737; GO:0009408; GO:0019538; GO:0042026	CWI85_00400 SSHG_02759
XNR_1693	GO:0005886; GO:0016021; GO:0055085	CLM82_19265 CWI85_22315 FRZ02_12130 Salbus254_1958 SSHG_04232
XNR_3944	GO:0016740	Salbus254_4165 SSHG_01990
XNR_5281	GO:0016746	CWI85_30465 FRZ02_19430 Salbus254_5551 SSHG_00667
XNR_1870	GO:0005886; GO:0016021; GO:0055085	CLM82_23495 EQK42_17505 FRZ02_12975 Salbus254_2132 SSHG_04057
XNR_1546	GO:0003677; GO:0003700; GO:0006352; GO:0016987	CWI85_29070 FRZ02_11390 Salbus254_1809 SSHG_04378
XNR_3231	GO:0005960; GO:0019464	Salbus254_3432 SSHG_02706
XNR_3463	GO:0000160; GO:0003677; GO:0006355	CLM82_15630 CWI85_02075 FRZ02_16015 Salbus254_3658 SSHG_02473
XNR_3736	GO:0000049; GO:0003735; GO:0005840; GO:0006412; GO:0019843	CLM82_14750 CWI85_36235 EQK42_05300 FE156_18900 FRZ02_24660 Salbus254_3940 SSHG_02199
XNR_5333	GO:0000287; GO:0003676; GO:0006281; GO:0006310; GO:0008821	FRZ02_19685 Salbus254_5603 SSHG_00622
XNR_5699	GO:0003735; GO:0005840; GO:0006412	CLM82_18580 CWI85_09395 EQK42_20725 FE156_28810 Salbus254_6063 SSHG_00252
XNR_0869	GO:0016765; GO:0019346; GO:0030170	CWI85_18775 Salbus254_1099 SSHG_05060
XNR_4567	GO:0008745; GO:0009253	Salbus254_4828 SSHG_01371
XNR_0406	GO:0008168	Salbus254_0669 SSHG_05518
XNR_3824	GO:0016021	Salbus254_4029 SSHG_02107
XNR_4730	GO:0005506; GO:0005886; GO:0009055; GO:0016021; GO:0016829; GO:0020037; GO:0070469	CLM82_06920 CWI85_17685 EQK42_05785 FRZ02_29800 Salbus254_4993 SSHG_01209
XNR_1962	GO:0000155; GO:0005524; GO:0016021	CWI85_29360 FRZ02_13445 Salbus254_2226 SSHG_03970
XNR_4837	GO:0016021	FRZ02_17355 Salbus254_5103 SSHG_01102
XNR_4045	GO:0016021	CWI85_35700 FRZ02_26240 Salbus254_4265 SSHG_01888
XNR_3706	GO:0006353; GO:0006354; GO:0031564; GO:0032784	CWI85_31760 SSHG_02226
XNR_5513	GO:0005886; GO:0006865; GO:0016021	CWI85_01145 Salbus254_5787 SSHG_00434
XNR_0044	GO:0016021	Salbus254_0306 SSHG_05871
XNR_5045	GO:0005524; GO:0016740	Salbus254_5311 SSHG_00903
XNR_4711	GO:0016021	CWI85_07850 FRZ02_29705 Salbus254_4974 SSHG_01228
XNR_3200	GO:0004833; GO:0019441; GO:0020037; GO:0046872	Salbus254_3401 SSHG_02737
XNR_4335	GO:0008360	CWI85_34630 Salbus254_4569 SSHG_01601
XNR_0382	GO:0003824	Salbus254_0645 SSHG_05542
XNR_5008	GO:0004318; GO:0006633; GO:0016631	CWI85_04695 FE156_25185 FRZ02_17960 Salbus254_5273 SSHG_00938
XNR_2992	GO:0003677; GO:0003700; GO:0006352; GO:0016987	FRZ02_00595 Salbus254_3194 SSHG_02952
XNR_4990	GO:0005886; GO:0016021	CWI85_19085 FRZ02_17870 Salbus254_5255 SSHG_00955
XNR_3741	GO:0000049; GO:0003735; GO:0005840; GO:0006412; GO:0019843	CLM82_14725 CWI85_36260 EQK42_05275 FE156_18925 FRZ02_24685 Salbus254_3945 SSHG_02194
XNR_5180	GO:0000502; GO:0005524; GO:0010498; GO:0016887; GO:0019941	CLM82_31700 CWI85_19965 FE156_26080 FRZ02_18865 Salbus254_5450 SSHG_00767
XNR_4980	GO:0005524; GO:0016887	CLM82_08580 CWI85_03845 FE156_25035 Salbus254_5245 SSHG_00965
XNR_3205	GO:0000160; GO:0003677; GO:0006355	CWI85_26825 FRZ02_01650 Salbus254_3406 SSHG_02732
XNR_5636	GO:0004730; GO:0016798; GO:0046113; GO:0046872	CWI85_17540 FRZ02_31015 Salbus254_6003 SSHG_00311
XNR_1749	GO:0016787	CWI85_10700 EQK42_10770 FRZ02_12410 Salbus254_2013 SSHG_04180
XNR_2068	GO:0016021	Salbus254_2333 SSHG_03865
XNR_1686	GO:0008270; GO:0010125; GO:0035595	Salbus254_1951 SSHG_04238
XNR_3161	GO:0016021	Salbus254_3366 SSHG_02776
XNR_1594	GO:0003677; GO:0003700	CLM82_11520 CWI85_19275 FRZ02_11625 Salbus254_1858 SSHG_04329
XNR_4033	GO:0005524; GO:0016887	Salbus254_4253 SSHG_01901
XNR_1574	GO:0003677; GO:0003700	Salbus254_1837 SSHG_04350
XNR_0993	GO:0016021; GO:0022857	CWI85_35470 FRZ02_08610 Salbus254_1240 SSHG_04936
XNR_1991	GO:0003677	CWI85_23400 Salbus254_2255 SSHG_03942
XNR_1004	GO:0000287; GO:0004170; GO:0006226; GO:0046081	CWI85_21920 FRZ02_08665 Salbus254_1251 SSHG_04925
XNR_1320	GO:0003984; GO:0009082; GO:1990610	CLM82_18315 CWI85_32245 EQK42_10330 FE156_07095 FRZ02_10240 Salbus254_1581 SSHG_04610
XNR_5462	GO:0004518	CLM82_33100 CWI85_20700 EQK42_17840 FE156_27600 FRZ02_20350 Salbus254_5733 SSHG_00485
XNR_1772	GO:0006457	Salbus254_2031 SSHG_04156
XNR_4689	GO:0005737; GO:0009249; GO:0016874; GO:0033819; GO:0102555	CWI85_29550 FRZ02_29595 Salbus254_4952 SSHG_01250
XNR_5134	GO:0016740	Salbus254_5404 SSHG_00812
XNR_4357	GO:0016021	CLM82_22790 Salbus254_4593 SSHG_01578
XNR_0964	GO:0005886; GO:0016021; GO:0022857	Salbus254_1192 SSHG_04964
XNR_0157	GO:0003677	Salbus254_0419 SSHG_05760
XNR_5021	GO:0000160; GO:0003677; GO:0006355	CLM82_06285 CWI85_07745 EQK42_28645 FRZ02_18020 Salbus254_5286 SSHG_00925
XNR_5600	GO:0008270; GO:0016491	CWI85_07180 FRZ02_21040 Salbus254_5967 SSHG_00347
XNR_1131	GO:0003735; GO:0005840; GO:0006412; GO:0019843	CLM82_19070 CWI85_35040 EQK42_15775 FE156_06140 FRZ02_09310 Salbus254_1380 SSHG_04787
XNR_3310	GO:0000166; GO:0009166; GO:0016787	FRZ02_17675 SSHG_02628
XNR_2985	GO:0004512; GO:0006021; GO:0008654	CLM82_14125 CWI85_27455 EQK42_00460 FE156_15210 Salbus254_3187 SSHG_02959
XNR_0281	GO:0004452; GO:0005737; GO:0008299; GO:0016787; GO:0046872; GO:0050992	CLM82_22050 CWI85_09770 FRZ02_05075 Salbus254_0542 SSHG_05644
XNR_5894	GO:0016021	Salbus254_6293 SSHG_00053
XNR_0278	GO:0009058; GO:0016779	CWI85_31710 FRZ02_05060 Salbus254_0539 SSHG_05647
XNR_3116	GO:0016021	FRZ02_01230 SSHG_02827
XNR_4487	GO:0016705	Salbus254_4725 SSHG_01453
XNR_0055	GO:0003858	FRZ02_03970 Salbus254_0316 SSHG_05861
XNR_1685	GO:0016021	Salbus254_1950 SSHG_04239
XNR_4732	GO:0009055; GO:0016021; GO:0022904	CLM82_06930 CWI85_17675 FRZ02_29810 Salbus254_4995 SSHG_01207
XNR_0047	GO:0003735; GO:0006412; GO:0015934	CWI85_02925 FRZ02_03930 Salbus254_0308 SSHG_05869
XNR_0972	GO:0008270; GO:0016491	CLM82_21480 CWI85_17840 FRZ02_08385 Salbus254_1200 SSHG_04956
XNR_1565	GO:0003951	CLM82_07200 FRZ02_11485 SSHG_04359
XNR_2061	GO:0000287; GO:0004749; GO:0005524; GO:0005737; GO:0006015; GO:0009116; GO:0009156; GO:0009165; GO:0016301	CLM82_26200 CWI85_03905 FE156_10865 FRZ02_13995 Salbus254_2327 SSHG_03872
XNR_3489	GO:0003677; GO:0003700; GO:0006352; GO:0016987	CLM82_12470 CWI85_24555 EQK42_13625 FRZ02_15880 SSHG_02446
XNR_5088	GO:0004252; GO:0005576	CWI85_07005 FRZ02_18380 Salbus254_5354 SSHG_00860
XNR_1815	GO:0003677; GO:0006355	CLM82_09525 CWI85_08755 EQK42_28570 FE156_09605 FRZ02_12720 Salbus254_2077 SSHG_04114
XNR_5133	GO:0016627; GO:0050660	Salbus254_5403 SSHG_00813
XNR_3747	GO:0003735; GO:0006412; GO:0015934	CLM82_14690 CWI85_36295 EQK42_05240 FE156_18960 FRZ02_24720 Salbus254_3951 SSHG_02188
XNR_0257	GO:0016021	Salbus254_0519 SSHG_05664
XNR_2839	GO:0000166; GO:0006520; GO:0016639	CWI85_01985 SSHG_03106
XNR_0692	GO:0005524; GO:0016887	Salbus254_0926 SSHG_05231
XNR_3503	GO:0003677	CWI85_37060 FRZ02_15810 SSHG_02431
XNR_5074	GO:0005887; GO:0055085	Salbus254_5340 SSHG_00877
XNR_3494	GO:0000725; GO:0003684; GO:0005524; GO:0008094; GO:0046872	CLM82_22595 CWI85_03620 FE156_17690 FRZ02_15855 Salbus254_3688 SSHG_02441
XNR_1414	GO:0005623; GO:0045454	CWI85_17755 FRZ02_10720 SSHG_04513
XNR_2923	GO:0016787	CWI85_24395 FRZ02_00285 Salbus254_3140 SSHG_03022
XNR_1974	GO:0005886; GO:0008643; GO:0016021; GO:0055085	FRZ02_13505 SSHG_03958
XNR_4431	GO:0031412	Salbus254_4668 SSHG_01504
XNR_3802	GO:0003677; GO:0003700	CWI85_17870 FRZ02_25000 Salbus254_4007 SSHG_02133
XNR_3000	GO:0003677	CLM82_06825 CWI85_30730 EQK42_17715 FRZ02_00635 Salbus254_3202 SSHG_02944
XNR_4223	GO:0016021; GO:0022857	FRZ02_27125 Salbus254_4446 SSHG_01715
XNR_2503	GO:0031419; GO:0046872	Salbus254_2750 SSHG_03421
XNR_1412	GO:0016021	CWI85_17770 FRZ02_10705 Salbus254_1674 SSHG_04516
XNR_3344	GO:0016787	Salbus254_3549 SSHG_02593
XNR_4377	GO:0016874	CWI85_31020 Salbus254_4614 SSHG_01558
XNR_4317	GO:0003684; GO:0004519; GO:0006284; GO:0006289; GO:0008270; GO:0016799; GO:0140078	Salbus254_4551 SSHG_01617
XNR_4754	GO:0004340; GO:0005737; GO:0006096	CWI85_19860 FE156_23900 FRZ02_29920 Salbus254_5018 SSHG_01183
XNR_5202	GO:0005524	CLM82_26840 CWI85_01930 FRZ02_18975 Salbus254_5472 SSHG_00745
XNR_5168	GO:0004370; GO:0005524; GO:0006072; GO:0019563	FRZ02_18805 Salbus254_5438 SSHG_00779
XNR_3890	GO:0005886; GO:0016021; GO:0055085	CWI85_26690 CWI85_27760 FRZ02_25510 Salbus254_4113 SSHG_02043
XNR_4332	GO:0016021	CWI85_34645 FRZ02_27710 Salbus254_4566 SSHG_01604
XNR_5332	GO:0003677; GO:0005737; GO:0006355	CLM82_32280 CWI85_06645 FE156_26950 FRZ02_19680 Salbus254_5602 SSHG_00623
XNR_3828	GO:0016021	CWI85_21725 Salbus254_4033 SSHG_02103
XNR_4496	GO:0016021	CWI85_14160 FRZ02_28500 SSHG_01444
XNR_3320	GO:0000160; GO:0003677; GO:0006355	CWI85_07725 Salbus254_3525 SSHG_02617
XNR_4352	GO:0004350; GO:0005737; GO:0050661; GO:0055129	CLM82_04850 CWI85_08090 FRZ02_27810 Salbus254_4587 SSHG_01583
XNR_5628	GO:0016740	Salbus254_5995 SSHG_00319
XNR_3779	GO:0003677	FRZ02_24880 SSHG_02157
XNR_3742	GO:0003735; GO:0005840; GO:0006412; GO:0008270; GO:0019843	CLM82_14720 CWI85_36265 EQK42_05270 FE156_18930 FRZ02_24690 Salbus254_3946 SSHG_02193
XNR_1793	GO:0003824	CWI85_25595 FRZ02_02260 FRZ02_12605 Salbus254_2055 SSHG_04136
XNR_2509	GO:0004089; GO:0008270; GO:0015976	CLM82_18875 CWI85_35655 EQK42_28360 FRZ02_32515 Salbus254_2756 SSHG_03416
XNR_3598	GO:0016021	Salbus254_3796 SSHG_02330
XNR_4143	GO:0003676; GO:0005737; GO:0006308; GO:0008855; GO:0009318	Salbus254_4370 SSHG_01795
XNR_0317	GO:0003677; GO:0005737; GO:0006355; GO:0035731; GO:0046872; GO:0051539	CLM82_20340 CWI85_25460 FE156_02310 FRZ02_05260 Salbus254_0578 SSHG_05610
XNR_1861	GO:0016021	CLM82_24845 CWI85_08490 FRZ02_12930 Salbus254_2119 SSHG_04067
XNR_0402	GO:0005886; GO:0015655; GO:0016021	Salbus254_0665 SSHG_05522
XNR_4171	GO:0005886; GO:0016021; GO:0055085	FRZ02_26860 Salbus254_4399 SSHG_01766
XNR_5782	GO:0016021	FRZ02_21910 Salbus254_6156 SSHG_00171
XNR_1310	GO:0004725	Salbus254_1571 SSHG_04621
XNR_2067	GO:0004045; GO:0005737; GO:0006412	CWI85_23445 FRZ02_14020 Salbus254_2332 SSHG_03866
XNR_0082	GO:0016787	Salbus254_0342 SSHG_05836
XNR_5174	GO:0000160; GO:0003677; GO:0006355	CLM82_22305 CWI85_17600 EQK42_16185 FRZ02_18835 Salbus254_5444 SSHG_00773
XNR_4722	GO:0016301	CWI85_17455 FRZ02_29760 Salbus254_4985 SSHG_01217
XNR_1509	GO:0003796; GO:0009253; GO:0016998	FRZ02_11195 Salbus254_1772 SSHG_04413
XNR_2705	GO:0005524	CWI85_23135 FRZ02_23515 SSHG_03229
XNR_3883	GO:0005524; GO:0016020; GO:0016887; GO:0031460	FRZ02_25475 Salbus254_4106 SSHG_02050
XNR_5493	GO:0016491	CWI85_34045 FE156_27755 FRZ02_20505 Salbus254_5765 SSHG_00454
XNR_4130	GO:0008168	CWI85_20425 Salbus254_4356 SSHG_01808
XNR_1887	GO:0004386; GO:0005524; GO:0005737; GO:0005886; GO:0006605; GO:0017038; GO:0065002	CLM82_17170 CWI85_00030 FRZ02_13055 Salbus254_2150 SSHG_04042
XNR_4013	GO:0003839; GO:0016740	CLM82_14310 CWI85_04290 EQK42_13865 FRZ02_26090 Salbus254_4233 SSHG_01921
XNR_0179	GO:0006637; GO:0047617	CWI85_18055 FRZ02_04580 SSHG_05738
XNR_4361	GO:0003824	CLM82_22810 CWI85_32690 Salbus254_4597 SSHG_01574
XNR_4044	GO:0003677; GO:0003746; GO:0032784; GO:0070063	CLM82_10040 CWI85_35705 FRZ02_26235 Salbus254_4264 SSHG_01889
XNR_5039	GO:0003723; GO:0008168	CLM82_19635 CWI85_04480 FRZ02_18135 Salbus254_5305 SSHG_00909
XNR_3964	GO:0016787	FRZ02_25850 Salbus254_4184 SSHG_01970
XNR_5185	GO:0003677; GO:0006355	Salbus254_5455 SSHG_00762
XNR_3943	GO:0003700	FRZ02_25745 Salbus254_4164 SSHG_01991
XNR_5675	GO:0005623; GO:0006662; GO:0015035; GO:0045454	CLM82_16785 CWI85_08605 EQK42_07045 FE156_28680 FRZ02_21390 Salbus254_6041 SSHG_00275
XNR_1055	GO:0003824	FE156_05735 SSHG_04873
XNR_5592	GO:0003872; GO:0005524; GO:0005737; GO:0006002; GO:0046872; GO:0047334	CLM82_24980 CWI85_30260 EQK42_14400 FRZ02_21000 Salbus254_5865 SSHG_00355
XNR_1695	GO:0043190; GO:0055085	FRZ02_12140 Salbus254_1960 SSHG_04230
XNR_0338	GO:0003677	CWI85_07890 SSHG_05585
XNR_0195	GO:0000287; GO:0005737; GO:0009045; GO:0042732	CLM82_07960 CWI85_08845 Salbus254_0457 SSHG_05722
XNR_1958	GO:0016805	FRZ02_13425 Salbus254_2222 SSHG_03974
XNR_2645	GO:0003677; GO:0003700	CLM82_32430 CWI85_36565 FRZ02_23685 Salbus254_2871 SSHG_03290
XNR_3752	GO:0003743; GO:0005737; GO:0019843; GO:0043022	CLM82_14665 CWI85_36320 EQK42_05215 FE156_18985 FRZ02_24745 Salbus254_3956 SSHG_02183
XNR_2351	GO:0003677; GO:0004386; GO:0005524	CLM82_25890 EQK42_28485 SSHG_03570
XNR_3437	GO:0005524; GO:0016020; GO:0016887; GO:0031460	CWI85_21270 Salbus254_3632 SSHG_02501
XNR_1256	GO:0003677; GO:0006355	CLM82_25935 CWI85_03560 FRZ02_09940 Salbus254_1517 SSHG_04665
XNR_4836	GO:0000162; GO:0004049; GO:0046872	FRZ02_17360 SSHG_01103
XNR_0766	GO:0016747	Salbus254_0996 SSHG_05159
XNR_5276	GO:0004056; GO:0005737; GO:0042450	FRZ02_19405 Salbus254_5546 SSHG_00673
XNR_0109	GO:0010181; GO:0016491	FRZ02_04230 SSHG_05809
XNR_0471	GO:0016021	FRZ02_06130 Salbus254_0740 SSHG_05452
XNR_1360	GO:0005960; GO:0019464	Salbus254_1621 SSHG_04569
XNR_2850	GO:0043190; GO:0055085	FRZ02_30320 Salbus254_3062 SSHG_03096
XNR_5111	GO:0003677; GO:0003700	CLM82_29530 CWI85_19235 FRZ02_18515 Salbus254_5381 SSHG_00835
XNR_2819	GO:0016021	CWI85_23995 Salbus254_3032 SSHG_03121
XNR_2497	GO:0003676; GO:0004386; GO:0005524	FRZ02_32455 Salbus254_2744 SSHG_03427
XNR_4012	GO:0004731; GO:0009116	CWI85_04295 FRZ02_26085 Salbus254_4232 SSHG_01922
XNR_0029	GO:0005737; GO:0009401; GO:0016301	CWI85_12865 FRZ02_03885 Salbus254_0299 SSHG_05885
XNR_1965	GO:0005524; GO:0016301	CWI85_29345 EQK42_12750 FRZ02_13460 Salbus254_2229 SSHG_03967
XNR_2109	GO:0016787	FRZ02_14245 SSHG_03823
