# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
gene	protein_coding	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	5954562	5956013	-							XNR_5247	1452		
CDS	with_protein	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	5954562	5956013	-	AGI91563.1			Transmembrane efflux protein			XNR_5247	1452	483	
gene	protein_coding	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	5956132	5956728	+							XNR_5248	597		
CDS	with_protein	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	5956132	5956728	+	AGI91564.1			Transcriptional regulator, TetR family			XNR_5248	597	198	
gene	protein_coding	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	5956793	5957647	+							XNR_5249	855		
CDS	with_protein	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	5956793	5957647	+	AGI91565.1			Acetyltransferase			XNR_5249	855	284	
gene	protein_coding	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	5957816	5958436	+							XNR_5250	621		
CDS	with_protein	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	5957816	5958436	+	AGI91566.1			nucleoside-diphosphate-sugar epimerase			XNR_5250	621	206	
gene	protein_coding	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	5958521	5960743	+							XNR_5251	2223		
CDS	with_protein	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	5958521	5960743	+	AGI91567.1			Isocitrate dehydrogenase			XNR_5251	2223	740	
gene	protein_coding	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	5960932	5961357	-							XNR_5252	426		
CDS	with_protein	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	5960932	5961357	-	AGI91568.1			Hypothetical protein			XNR_5252	426	141	
gene	protein_coding	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	5961393	5962274	-							XNR_5253	882		
CDS	with_protein	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	5961393	5962274	-	AGI91569.1			Oxidoreductase			XNR_5253	882	293	
gene	protein_coding	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	5962360	5962941	+							XNR_5254	582		
CDS	with_protein	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	5962360	5962941	+	AGI91570.1			TetR family transcriptional regulator			XNR_5254	582	193	
gene	protein_coding	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	5962998	5963834	+							XNR_5255	837		
CDS	with_protein	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	5962998	5963834	+	AGI91571.1			LysR-family transcription regulator			XNR_5255	837	278	
gene	protein_coding	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	5963888	5964439	-							XNR_5256	552		
CDS	with_protein	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	5963888	5964439	-	AGI91572.1			Acetyltransferase			XNR_5256	552	183	
gene	protein_coding	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	5964633	5965493	+							XNR_5257	861		
CDS	with_protein	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	5964633	5965493	+	AGI91573.1			Bifunctional protein FolD 2			XNR_5257	861	286	
gene	protein_coding	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	5965501	5966196	-							XNR_5258	696		
CDS	with_protein	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	5965501	5966196	-	AGI91574.1			TetR family transcriptional regulator			XNR_5258	696	231	
gene	protein_coding	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	5966269	5967186	+							XNR_5259	918		
CDS	with_protein	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	5966269	5967186	+	AGI91575.1			Alpha/beta hydrolase fold-domain-containing protein			XNR_5259	918	305	
gene	protein_coding	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	5967220	5968227	-							XNR_5260	1008		
CDS	with_protein	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	5967220	5968227	-	AGI91576.1			Transcriptional regulator			XNR_5260	1008	335	
gene	protein_coding	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	5968235	5968909	-							XNR_5261	675		
CDS	with_protein	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	5968235	5968909	-	AGI91577.1			Hypothetical protein			XNR_5261	675	224	
gene	protein_coding	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	5968991	5969683	-							XNR_5262	693		
CDS	with_protein	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	5968991	5969683	-	AGI91578.1			TetR family transcriptional regulator			XNR_5262	693	230	
gene	protein_coding	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	5969867	5970967	+							XNR_5263	1101		
CDS	with_protein	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	5969867	5970967	+	AGI91579.1			Monooxygenase			XNR_5263	1101	366	
gene	protein_coding	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	5971192	5971362	-							XNR_5264	171		
CDS	with_protein	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	5971192	5971362	-	AGI91580.1			Hypothetical protein			XNR_5264	171	56	
gene	protein_coding	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	5971776	5972804	+							XNR_5265	1029		
CDS	with_protein	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	5971776	5972804	+	AGI91581.1			N-acetyl-gamma-glutamyl-phosphate reductase			XNR_5265	1029	342	
gene	protein_coding	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	5972922	5974073	+							XNR_5266	1152		
CDS	with_protein	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	5972922	5974073	+	AGI91582.1			Arginine biosynthesis bifunctional protein ArgJ			XNR_5266	1152	383	
gene	protein_coding	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	5974129	5975028	+							XNR_5267	900		
CDS	with_protein	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	5974129	5975028	+	AGI91583.1			Acetylglutamate kinase			XNR_5267	900	299	
gene	protein_coding	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	5975025	5976269	+							XNR_5268	1245		
CDS	with_protein	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	5975025	5976269	+	AGI91584.1			Acetylornithine aminotransferase			XNR_5268	1245	414	
gene	protein_coding	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	5976292	5976825	+							XNR_5269	534		
CDS	with_protein	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	5976292	5976825	+	AGI91585.1			Arginine repressor			XNR_5269	534	177	
gene	protein_coding	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	5976977	5978152	+							XNR_5270	1176		
CDS	with_protein	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	5976977	5978152	+	AGI91586.1			Two-component system sensor histidine kinase			XNR_5270	1176	391	
gene	protein_coding	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	5978149	5978817	+							XNR_5271	669		
CDS	with_protein	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	5978149	5978817	+	AGI91587.1			LuxR family two component system response regulator			XNR_5271	669	222	
gene	protein_coding	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	5978930	5979190	+							XNR_5272	261		
CDS	with_protein	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	5978930	5979190	+	AGI91588.1			Hypothetical protein			XNR_5272	261	86	
gene	protein_coding	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	5979192	5981366	+							XNR_5273	2175		
CDS	with_protein	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	5979192	5981366	+	AGI91589.1			Transmembrane transporter			XNR_5273	2175	724	
gene	protein_coding	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	5981425	5982426	-							XNR_5274	1002		
CDS	with_protein	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	5981425	5982426	-	AGI91590.1			Membrane transporter			XNR_5274	1002	333	
gene	protein_coding	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	5982520	5983143	-							XNR_5275	624		
CDS	with_protein	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	5982520	5983143	-	AGI91591.1			FMN-binding protein			XNR_5275	624	207	
gene	protein_coding	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	5983324	5984763	+							XNR_5276	1440		
CDS	with_protein	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	5983324	5984763	+	AGI91592.1			Argininosuccinate lyase			XNR_5276	1440	479	
gene	protein_coding	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	5984906	5985607	+							XNR_5277	702		
CDS	with_protein	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	5984906	5985607	+	AGI91593.1			Hypothetical protein			XNR_5277	702	233	
gene	protein_coding	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	5985871	5986380	-							XNR_5278	510		
CDS	with_protein	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	5985871	5986380	-	AGI91594.1			Secreted protein			XNR_5278	510	169	
gene	protein_coding	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	5986522	5987070	+							XNR_5279	549		
CDS	with_protein	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	5986522	5987070	+	AGI91595.1			TetR-family transcriptional regulator			XNR_5279	549	182	
gene	protein_coding	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	5987067	5988614	+							XNR_5280	1548		
CDS	with_protein	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	5987067	5988614	+	AGI91596.1			Transmembrane-transporter			XNR_5280	1548	515	
gene	protein_coding	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	5988690	5989361	-							XNR_5281	672		
CDS	with_protein	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	5988690	5989361	-	AGI91597.1			1-acylglycerol-3-phosphate O-acyltransferase			XNR_5281	672	223	
gene	protein_coding	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	5989655	5990827	+							XNR_5282	1173		
CDS	with_protein	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	5989655	5990827	+	AGI91598.1			Glycerophosphoryl diester phosphodiesterase			XNR_5282	1173	390	
gene	protein_coding	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	5990962	5991513	+							XNR_5283	552		
CDS	with_protein	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	5990962	5991513	+	AGI91599.1			RNA polymerase ECF-subfamily sigma factor			XNR_5283	552	183	
gene	protein_coding	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	5991551	5992054	+							XNR_5284	504		
CDS	with_protein	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	5991551	5992054	+	AGI91600.1			Acetyltransferase			XNR_5284	504	167	
gene	protein_coding	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	5992137	5992577	-							XNR_5285	441		
CDS	with_protein	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	5992137	5992577	-	AGI91601.1			Integral membrane protein			XNR_5285	441	146	
gene	protein_coding	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	5992580	5992939	-							XNR_5286	360		
CDS	with_protein	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	5992580	5992939	-	AGI91602.1			Integral membrane protein			XNR_5286	360	119	
gene	protein_coding	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	5993035	5993682	+							XNR_5287	648		
CDS	with_protein	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	5993035	5993682	+	AGI91603.1			Phosphatase			XNR_5287	648	215	
gene	protein_coding	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	5994086	5995171	+							XNR_5288	1086		
CDS	with_protein	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	5994086	5995171	+	AGI91604.1			ABC transporter ATP-binding protein			XNR_5288	1086	361	
gene	protein_coding	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	5995183	5995926	+							XNR_5289	744		
CDS	with_protein	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	5995183	5995926	+	AGI91605.1			ABC transporter permease			XNR_5289	744	247	
gene	protein_coding	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	5996005	5996838	+							XNR_5290	834		
CDS	with_protein	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	5996005	5996838	+	AGI91606.1			Lipoprotein			XNR_5290	834	277	
gene	protein_coding	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	5996874	5997707	+							XNR_5291	834		
CDS	with_protein	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	5996874	5997707	+	AGI91607.1			ABC transporter substrate-binding protein			XNR_5291	834	277	
gene	protein_coding	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	5997842	5998480	+							XNR_5292	639		
CDS	with_protein	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	5997842	5998480	+	AGI91608.1			Acetyltransferase			XNR_5292	639	212	
gene	protein_coding	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	5998632	5999846	+							XNR_5293	1215		
CDS	with_protein	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	5998632	5999846	+	AGI91609.1			precorrin-6Y C5, 15-methyltransferase			XNR_5293	1215	404	
gene	protein_coding	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	6000174	6003494	+							XNR_5294	3321		
CDS	with_protein	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	6000174	6003494	+	AGI91610.1			Nicotinate-nucleotide--dimethylbenzimidazole phosphoribosyltransferase			XNR_5294	3321	1106	
gene	protein_coding	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	6003690	6004937	+							XNR_5295	1248		
CDS	with_protein	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	6003690	6004937	+	AGI91611.1			Uroporphyrin-III methyltransferase			XNR_5295	1248	415	
gene	protein_coding	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	6004970	6005773	+							XNR_5296	804		
CDS	with_protein	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	6004970	6005773	+	AGI91612.1			rRNA methylase			XNR_5296	804	267	
gene	protein_coding	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	6005940	6008132	-							XNR_5297	2193		
CDS	with_protein	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	6005940	6008132	-	AGI91613.1			Hypothetical protein			XNR_5297	2193	730	
gene	protein_coding	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	6008319	6008948	+							XNR_5298	630		
CDS	with_protein	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	6008319	6008948	+	AGI91614.1			Transcriptional regulator, TetR family			XNR_5298	630	209	
gene	protein_coding	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	6009067	6010404	-							XNR_5299	1338		
CDS	with_protein	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	6009067	6010404	-	AGI91615.1			serine/threonine protein kinase			XNR_5299	1338	445	
gene	protein_coding	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	6010961	6011170	+							XNR_5300	210		
CDS	with_protein	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	6010961	6011170	+	AGI91616.1			Hypothetical protein			XNR_5300	210	69	
gene	protein_coding	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	6011353	6012294	+							XNR_5301	942		
CDS	with_protein	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	6011353	6012294	+	AGI91617.1			Aminoglycoside phosphotransferase			XNR_5301	942	313	
gene	protein_coding	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	6012366	6012668	+							XNR_5302	303		
CDS	with_protein	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	6012366	6012668	+	AGI91618.1			Hypothetical protein			XNR_5302	303	100	
gene	tRNA	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	6012802	6012873	-							XNR_5303	72		
tRNA		GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	6012802	6012873	-				tRNA-Val			XNR_5303	72		
gene	tRNA	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	6012926	6012997	-							XNR_5304	72		
tRNA		GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	6012926	6012997	-				tRNA-Val			XNR_5304	72		
gene	tRNA	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	6013021	6013092	-							XNR_5305	72		
tRNA		GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	6013021	6013092	-				tRNA-Val			XNR_5305	72		
gene	tRNA	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	6013097	6013167	-							XNR_5306	71		
tRNA		GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	6013097	6013167	-				tRNA-Cys			XNR_5306	71		
gene	tRNA	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	6013200	6013272	-							XNR_5307	73		
tRNA		GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	6013200	6013272	-				tRNA-Gly			XNR_5307	73		
gene	protein_coding	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	6013448	6014488	+							XNR_5308	1041		
CDS	with_protein	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	6013448	6014488	+	AGI91619.1			Anthranilate synthase			XNR_5308	1041	346	
gene	protein_coding	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	6014485	6015306	+							XNR_5309	822		
CDS	with_protein	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	6014485	6015306	+	AGI91620.1			Aminodeoxychorismate lyase			XNR_5309	822	273	
gene	protein_coding	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	6015361	6016200	+							XNR_5310	840		
CDS	with_protein	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	6015361	6016200	+	AGI91621.1			Acetyltransferase			XNR_5310	840	279	
gene	protein_coding	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	6016219	6016731	-							XNR_5311	513		
CDS	with_protein	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	6016219	6016731	-	AGI91622.1			thioredoxin-like protein			XNR_5311	513	170	
gene	protein_coding	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	6016912	6017349	+							XNR_5312	438		
CDS	with_protein	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	6016912	6017349	+	AGI91623.1			Hypothetical protein			XNR_5312	438	145	
gene	protein_coding	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	6017533	6017691	+							XNR_5313	159		
CDS	with_protein	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	6017533	6017691	+	AGI91624.1			Hypothetical protein			XNR_5313	159	52	
gene	protein_coding	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	6017713	6018270	-							XNR_5314	558		
CDS	with_protein	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	6017713	6018270	-	AGI91625.1			DUF1470 domain-containing protein			XNR_5314	558	185	
gene	protein_coding	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	6018507	6018920	-							XNR_5315	414		
CDS	with_protein	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	6018507	6018920	-	AGI91626.1			Sporulation and cell division protein SsgA			XNR_5315	414	137	
gene	protein_coding	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	6019109	6019549	+							XNR_5316	441		
CDS	with_protein	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	6019109	6019549	+	AGI91627.1			Hypothetical protein			XNR_5316	441	146	
gene	tRNA	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	6019635	6019706	+							XNR_5317	72		
tRNA		GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	6019635	6019706	+				tRNA-Val			XNR_5317	72		
gene	protein_coding	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	6020088	6020543	+							XNR_5318	456		
CDS	with_protein	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	6020088	6020543	+	AGI91628.1			Hypothetical protein			XNR_5318	456	151	
gene	tRNA	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	6020583	6020654	+							XNR_5319	72		
tRNA		GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	6020583	6020654	+				tRNA-Val			XNR_5319	72		
gene	protein_coding	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	6020723	6021436	-							XNR_5320	714		
CDS	with_protein	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	6020723	6021436	-	AGI91629.1			DNA polymerase III subunit epsilon			XNR_5320	714	237	
gene	protein_coding	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	6021527	6022093	-							XNR_5321	567		
CDS	with_protein	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	6021527	6022093	-	AGI91630.1			Hypothetical protein			XNR_5321	567	188	
gene	protein_coding	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	6022242	6024224	+							XNR_5322	1983		
CDS	with_protein	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	6022242	6024224	+	AGI91631.1			Threonyl-tRNA synthetase			XNR_5322	1983	660	
gene	protein_coding	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	6024264	6024920	-							XNR_5323	657		
CDS	with_protein	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	6024264	6024920	-	AGI91632.1			Ion transport 2 domain-containing protein			XNR_5323	657	218	
gene	protein_coding	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	6024987	6025580	+							XNR_5324	594		
CDS	with_protein	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	6024987	6025580	+	AGI91633.1			HIT family protein			XNR_5324	594	197	
gene	protein_coding	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	6025630	6027285	-							XNR_5325	1656		
CDS	with_protein	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	6025630	6027285	-	AGI91634.1			Hypothetical protein			XNR_5325	1656	551	
gene	protein_coding	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	6027577	6028233	+							XNR_5326	657		
CDS	with_protein	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	6027577	6028233	+	AGI91635.1			CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase			XNR_5326	657	218	
gene	protein_coding	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	6028230	6029129	+							XNR_5327	900		
CDS	with_protein	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	6028230	6029129	+	AGI91636.1			Lauroyl/myristoyl acyltransferase involved in lipid A biosynthesis (Lauroyl/myristoyl acyltransferase)			XNR_5327	900	299	
gene	protein_coding	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	6029126	6030286	+							XNR_5328	1161		
CDS	with_protein	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	6029126	6030286	+	AGI91637.1			Phosphatidylinositol alpha-mannosyltransferase			XNR_5328	1161	386	
gene	protein_coding	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	6030381	6030917	+							XNR_5329	537		
CDS	with_protein	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	6030381	6030917	+	AGI91638.1			Secreted protein			XNR_5329	537	178	
gene	protein_coding	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	6031046	6031960	+							XNR_5330	915		
CDS	with_protein	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	6031046	6031960	+	AGI91639.1			Pyridoxal biosynthesis lyase pdxS			XNR_5330	915	304	
gene	protein_coding	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	6031964	6032557	+							XNR_5331	594		
CDS	with_protein	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	6031964	6032557	+	AGI91640.1			Glutamine amidotransferase subunit pdxT			XNR_5331	594	197	
gene	protein_coding	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	6032690	6033442	+							XNR_5332	753		
CDS	with_protein	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	6032690	6033442	+	AGI91641.1			DUF28 domain containing protein			XNR_5332	753	250	
gene	protein_coding	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	6033654	6034226	+							XNR_5333	573		
CDS	with_protein	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	6033654	6034226	+	AGI91642.1			Crossover junction endodeoxyribonuclease RuvC			XNR_5333	573	190	
gene	protein_coding	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	6034223	6034849	+							XNR_5334	627		
CDS	with_protein	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	6034223	6034849	+	AGI91643.1			Holliday junction ATP-dependent DNA helicase RuvA			XNR_5334	627	208	
gene	protein_coding	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	6034918	6036003	+							XNR_5335	1086		
CDS	with_protein	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	6034918	6036003	+	AGI91644.1			Holliday junction ATP-dependent DNA helicase RuvB			XNR_5335	1086	361	
gene	protein_coding	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	6036166	6036621	+							XNR_5336	456		
CDS	with_protein	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	6036166	6036621	+	AGI91645.1			Secreted protein			XNR_5336	456	151	
gene	protein_coding	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	6036760	6038511	+							XNR_5337	1752		
CDS	with_protein	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	6036760	6038511	+	AGI91646.1			Export membrane protein secD			XNR_5337	1752	583	
gene	protein_coding	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	6038513	6039649	+							XNR_5338	1137		
CDS	with_protein	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	6038513	6039649	+	AGI91647.1			Preprotein translocase subunit SecF			XNR_5338	1137	378	
gene	protein_coding	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	6039646	6040185	+							XNR_5339	540		
CDS	with_protein	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	6039646	6040185	+	AGI91648.1			Adenine phosphoribosyltransferase			XNR_5339	540	179	
gene	protein_coding	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	6040399	6042909	+							XNR_5340	2511		
CDS	with_protein	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	6040399	6042909	+	AGI91649.1			(P)ppGpp synthetase I, SpoT/RelA			XNR_5340	2511	836	
gene	protein_coding	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	6042936	6043436	-							XNR_5341	501		
CDS	with_protein	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	6042936	6043436	-	AGI91650.1			MarR-family transcriptional regulator			XNR_5341	501	166	
gene	protein_coding	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	6043591	6044820	-							XNR_5342	1230		
CDS	with_protein	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	6043591	6044820	-	AGI91651.1			ATPase involved in DNA repair			XNR_5342	1230	409	
gene	protein_coding	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	6044969	6045799	-							XNR_5343	831		
CDS	with_protein	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	6044969	6045799	-	AGI91652.1			Peptidyl-prolyl cis-trans isomerase			XNR_5343	831	276	
gene	protein_coding	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	6045964	6046683	+							XNR_5344	720		
CDS	with_protein	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	6045964	6046683	+	AGI91653.1			Hydrolase			XNR_5344	720	239	
gene	protein_coding	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	6046699	6047961	+							XNR_5345	1263		
